headline,published,ticker
"Установка на НПЗ ""Лукойла"" в Нижегородской области временно остановлена из-за инцидента",2024-01-12 16:38:56,LKOH
Оптимальный вариант для Болгарии в отсутствие российской нефти - казахстанская - эксперт,2024-01-12 16:59:04,LKOH
На нижегородском заводе ЛУКОЙЛа остановили работу из-за «инцидента»,2024-01-12 17:00:20,LKOH
Суд в Петербурге удовлетворил иск «Газпрома» к «Нафтогазу»,2024-01-12 17:04:16,GAZP
"""Делимобиль"" будет отдавать акционерам не менее 50% чистой прибыли при долге в пределах 3х - ИНТЕРФАКС",2024-01-12 17:56:00,DELI
В мясной ассоциации отметили активное снижение оптовых цен на мясо в РФ,2024-01-12 18:06:00,OGKB
"""Детский мир"" завершил приобретение акций, акционеры 14 февраля обсудят ликвидацию ПАО",2024-01-12 18:23:14,DSKY
"Средняя максимальная ставка по вкладам в РФ выросла на 0,23 п.п., до 14,75% - ЦБ",2024-01-12 18:38:29,SBER
"Средняя максимальная ставка по вкладам в РФ выросла на 0,23 п.п., до 14,75% - ЦБ",2024-01-12 18:38:29,SBERP
"ВТБ через суд переводит залоги по корпоративным кредитам на себя с европейской ""дочки""",2024-01-12 19:48:00,VTBR
Группа ММК проиндексировала зарплаты сотрудников на 10%,2024-01-12 20:58:58,MAGN
Белоруссия увеличит стоимость обязательного страхования иностранных транспортных средств,2024-01-12 22:27:12,RENI
"Группа ""Ренессанс Страхование"" аккумулировала на балансе ""дочек"" около 8% УК для программы мотивации сотрудников - ИНТЕРФАКС",2024-01-13 07:41:00,RENI
«Экономика гастролеров»: почему дворники идут в курьеры,2024-01-13 09:00:14,OZON
"Прогнозы по рублю, рост рынка акций, ПИФы, бумаги «Эталона», «Самолёта», ЛСР и ПИК, цены на жильё - Максим Орловский на РБК",2024-01-13 09:33:00,PIKK
"Прогнозы по рублю, рост рынка акций, ПИФы, бумаги «Эталона», «Самолёта», ЛСР и ПИК, цены на жильё - Максим Орловский на РБК",2024-01-13 09:33:00,SMLT
В Москве произошел пожар в «Сбербанк-Сити»,2024-01-13 11:26:05,SBER
"Газпром продолжает обновлять максимумы экспорта газа в Китай по ""Силе Сибири"" - новый пик был в пятницу - ИНТЕРФАКС",2024-01-13 13:02:00,PIKK
"Газпром продолжает обновлять максимумы экспорта газа в Китай по ""Силе Сибири"" - новый пик был в пятницу - ИНТЕРФАКС",2024-01-13 13:02:00,SIBN
"Газпром продолжает обновлять максимумы экспорта газа в Китай по ""Силе Сибири"" - новый пик был в пятницу - ИНТЕРФАКС",2024-01-13 13:02:00,GAZP
"Газпром продолжает обновлять максимумы экспорта газа в Китай по ""Силе Сибири"" - новый пик был в пятницу - ИНТЕРФАКС",2024-01-13 13:02:00,MRKS
